codigo,municipio,pib_mil_reais
4120408,Presidente Castelo Branco - PR,147400
4120507,Primeiro de Maio - PR,371262
4120606,Prudentópolis - PR,1571730
4120655,Quarto Centenário - PR,363003
4120705,Quatiguá - PR,212114
4120804,Quatro Barras - PR,1941120
4120853,Quatro Pontes - PR,253567
4120903,Quedas do Iguaçu - PR,1466517
4121000,Querência do Norte - PR,261216
4121109,Quinta do Sol - PR,257471
4121208,Quitandinha - PR,509137
4121257,Ramilândia - PR,113774
4121307,Rancho Alegre - PR,185651
4121356,Rancho Alegre D'Oeste - PR,234807
4121406,Realeza - PR,743082
4121505,Rebouças - PR,536432
4121604,Renascença - PR,422523
4121703,Reserva - PR,757378
4121752,Reserva do Iguaçu - PR,260028
4121802,Ribeirão Claro - PR,383691
4121901,Ribeirão do Pinhal - PR,338041
4122008,Rio Azul - PR,729564
4122107,Rio Bom - PR,104362
4122156,Rio Bonito do Iguaçu - PR,441514
4122172,Rio Branco do Ivaí - PR,115554
4122206,Rio Branco do Sul - PR,1375599
4122305,Rio Negro - PR,1298354
4122404,Rolândia - PR,3574945
4122503,Roncador - PR,598091
4122602,Rondon - PR,350064
4122651,Rosário do Ivaí - PR,129868
4122701,Sabáudia - PR,705318
4122800,Salgado Filho - PR,124341
4122909,Salto do Itararé - PR,103656
4123006,Salto do Lontra - PR,529891
4123105,Santa Amélia - PR,100856
4123204,Santa Cecília do Pavão - PR,153510
4123303,Santa Cruz de Monte Castelo - PR,375096
4123402,Santa Fé - PR,319674
4123501,Santa Helena - PR,1465191
4123600,Santa Inês - PR,51485
4123709,Santa Isabel do Ivaí - PR,253123
4123808,Santa Izabel do Oeste - PR,466992
4123824,Santa Lúcia - PR,140108
4123857,Santa Maria do Oeste - PR,267310
4123907,Santa Mariana - PR,493066
4123956,Santa Mônica - PR,91009
4124004,Santana do Itararé - PR,171601
4124020,Santa Tereza do Oeste - PR,582095
4124053,Santa Terezinha de Itaipu - PR,687337
4124103,Santo Antônio da Platina - PR,1505597
4124202,Santo Antônio do Caiuá - PR,54056
4124301,Santo Antônio do Paraíso - PR,106892
4124400,Santo Antônio do Sudoeste - PR,648290
4124509,Santo Inácio - PR,532112
4124608,São Carlos do Ivaí - PR,396026
4124707,São Jerônimo da Serra - PR,322891
4124806,São João - PR,890618
4124905,São João do Caiuá - PR,154592
4125001,São João do Ivaí - PR,361197
4125100,São João do Triunfo - PR,579555
4125209,São Jorge d'Oeste - PR,473334
4125308,São Jorge do Ivaí - PR,401315
4125357,São Jorge do Patrocínio - PR,145367
4125407,São José da Boa Vista - PR,229785
4125456,São José das Palmeiras - PR,99024
4125506,São José dos Pinhais - PR,27008910
4125555,São Manoel do Paraná - PR,62338
4125605,São Mateus do Sul - PR,1516858
4125704,São Miguel do Iguaçu - PR,1470081
4125753,São Pedro do Iguaçu - PR,247154
4125803,São Pedro do Ivaí - PR,370121
4125902,São Pedro do Paraná - PR,90323
4126009,São Sebastião da Amoreira - PR,300152
4126108,São Tomé - PR,163463
4126207,Sapopema - PR,153880
4126256,Sarandi - PR,2072735
4126272,Saudade do Iguaçu - PR,786318
4126306,Sengés - PR,664790
4126355,Serranópolis do Iguaçu - PR,291329
4126405,Sertaneja - PR,416451
4126504,Sertanópolis - PR,690780
4126603,Siqueira Campos - PR,706556
4126652,Sulina - PR,158520
4126678,Tamarana - PR,391581
4126702,Tamboara - PR,126316
4126801,Tapejara - PR,496650
4126900,Tapira - PR,153423
4127007,Teixeira Soares - PR,616404
4127106,Telêmaco Borba - PR,4913441
4127205,Terra Boa - PR,569416
4127304,Terra Rica - PR,376155
4127403,Terra Roxa - PR,896105
4127502,Tibagi - PR,1440060
4127601,Tijucas do Sul - PR,576384
4127700,Toledo - PR,7482190
4127809,Tomazina - PR,324156
4127858,Três Barras do Paraná - PR,435956
4127882,Tunas do Paraná - PR,144129
4127908,Tuneiras do Oeste - PR,233721
4127957,Tupãssi - PR,431427
4127965,Turvo - PR,601622
4128005,Ubiratã - PR,1713942
4128104,Umuarama - PR,4103610
4128203,União da Vitória - PR,1959155
4128302,Uniflor - PR,99878
4128401,Uraí - PR,367846
4128500,Wenceslau Braz - PR,711221
4128534,Ventania - PR,347603
4128559,Vera Cruz do Oeste - PR,341108
4128609,Verê - PR,499728
4128625,Alto Paraíso - PR,113661
4128633,Doutor Ulysses - PR,99207
4128658,Virmond - PR,189728
4128708,Vitorino - PR,498334
4128807,Xambrê - PR,119631
4200051,Abdon Batista - SC,75131
4200101,Abelardo Luz - SC,785908
4200200,Agrolândia - SC,396148
4200309,Agronômica - SC,232893
4200408,Água Doce - SC,651092
4200507,Águas de Chapecó - SC,137707
4200556,Águas Frias - SC,163075
4200606,Águas Mornas - SC,199590
4200705,Alfredo Wagner - SC,336469
4200754,Alto Bela Vista - SC,78996
4200804,Anchieta - SC,203805
4200903,Angelina - SC,174561
4201000,Anita Garibaldi - SC,231507
4201109,Anitápolis - SC,84568
4201208,Antônio Carlos - SC,796531
4201257,Apiúna - SC,442460
4201273,Arabutã - SC,284414
4201307,Araquari - SC,7488000
4201406,Araranguá - SC,2385270
4201505,Armazém - SC,272106
4201604,Arroio Trinta - SC,125953
4201653,Arvoredo - SC,203872
4201703,Ascurra - SC,244991
4201802,Atalanta - SC,125981
4201901,Aurora - SC,406918
4201950,Balneário Arroio do Silva - SC,221907
4202008,Balneário Camboriú - SC,7358669
4202057,Balneário Barra do Sul - SC,254639
4202073,Balneário Gaivota - SC,216995
4202081,Bandeirante - SC,102212
4202099,Barra Bonita - SC,52281
4202107,Barra Velha - SC,2372445
4202131,Bela Vista do Toldo - SC,196847
4202156,Belmonte - SC,57652
4202206,Benedito Novo - SC,470160
4202305,Biguaçu - SC,2670278
4202404,Blumenau - SC,20579490
4202438,Bocaina do Sul - SC,135898
4202453,Bombinhas - SC,877594
4202503,Bom Jardim da Serra - SC,371658
4202537,Bom Jesus - SC,159057
4202578,Bom Jesus do Oeste - SC,73702
4202602,Bom Retiro - SC,422363
4202701,Botuverá - SC,430641
4202800,Braço do Norte - SC,1745017
4202859,Braço do Trombudo - SC,250151
4202875,Brunópolis - SC,137959
4202909,Brusque - SC,8724534
4203006,Caçador - SC,4703416
4203105,Caibi - SC,316775
4203154,Calmon - SC,97691
4203204,Camboriú - SC,2242672
4203253,Capão Alto - SC,235019
4203303,Campo Alegre - SC,699703
4203402,Campo Belo do Sul - SC,333024
4203501,Campo Erê - SC,437829
4203600,Campos Novos - SC,2610347
4203709,Canelinha - SC,295662
4203808,Canoinhas - SC,2203147
4203907,Capinzal - SC,1070740
4203956,Capivari de Baixo - SC,1348603
4204004,Catanduvas - SC,530881
4204103,Caxambu do Sul - SC,164148
4204152,Celso Ramos - SC,65903
4204178,Cerro Negro - SC,141416
4204194,Chapadão do Lageado - SC,97932
4204202,Chapecó - SC,13694780
4204251,Cocal do Sul - SC,888493
4204301,Concórdia - SC,4559829
4204350,Cordilheira Alta - SC,434573
4204400,Coronel Freitas - SC,381583
4204459,Coronel Martins - SC,57378
4204509,Corupá - SC,797605
4204558,Correia Pinto - SC,591364
4204608,Criciúma - SC,10065323
4204707,Cunha Porã - SC,927562
4204756,Cunhataí - SC,66625
4204806,Curitibanos - SC,1875348
4204905,Descanso - SC,299006
4205001,Dionísio Cerqueira - SC,636297
4205100,Dona Emma - SC,165733
4205159,Doutor Pedrinho - SC,175716
4205175,Entre Rios - SC,60606
4205191,Ermo - SC,176552
4205209,Erval Velho - SC,183149
4205308,Faxinal dos Guedes - SC,758371
4205357,Flor do Sertão - SC,64278
4205407,Florianópolis - SC,23559947
4205431,Formosa do Sul - SC,78637
4205456,Forquilhinha - SC,1224548
4205506,Fraiburgo - SC,1273659
4205555,Frei Rogério - SC,102098
4205605,Galvão - SC,99963
4205704,Garopaba - SC,773365
4205803,Garuva - SC,2033242
4205902,Gaspar - SC,4157383
4206009,Governador Celso Ramos - SC,449768
4206108,Grão-Pará - SC,329166
4206207,Gravatal - SC,387304
4206306,Guabiruba - SC,1262926
4206405,Guaraciaba - SC,454637
4206504,Guaramirim - SC,2514410
4206603,Guarujá do Sul - SC,202565
4206652,Guatambú - SC,354999
4206702,Herval d'Oeste - SC,624023
4206751,Ibiam - SC,75608
4206801,Ibicaré - SC,145418
4206900,Ibirama - SC,599219
4207007,Içara - SC,3521710
4207106,Ilhota - SC,1215356
4207205,Imaruí - SC,252843
4207304,Imbituba - SC,2502978
4207403,Imbuia - SC,260687
4207502,Indaial - SC,3675993
4207577,Iomerê - SC,227780
4207601,Ipira - SC,107135
4207650,Iporã do Oeste - SC,381311
4207684,Ipuaçu - SC,321243
4207700,Ipumirim - SC,465730
4207759,Iraceminha - SC,133806
4207809,Irani - SC,282690
4207858,Irati - SC,56619
4207908,Irineópolis - SC,458977
4208005,Itá - SC,404732
4208104,Itaiópolis - SC,1047675
4208203,Itajaí - SC,47757207
4208302,Itapema - SC,2889464
4208401,Itapiranga - SC,1064833
4208450,Itapoá - SC,1688955
4208500,Ituporanga - SC,1399717
4208609,Jaborá - SC,181354
4208708,Jacinto Machado - SC,529785
4208807,Jaguaruna - SC,852029
4208906,Jaraguá do Sul - SC,12053539
4208955,Jardinópolis - SC,67321
4209003,Joaçaba - SC,2381234
4209102,Joinville - SC,45074735
4209151,José Boiteux - SC,130477
4209177,Jupiá - SC,88240
4209201,Lacerdópolis - SC,137761
4209300,Lages - SC,6577420
4209409,Laguna - SC,1093923
4209458,Lajeado Grande - SC,59139
4209508,Laurentino - SC,444804
4209607,Lauro Müller - SC,418821
4209706,Lebon Régis - SC,416800
4209805,Leoberto Leal - SC,119785
4209854,Lindóia do Sul - SC,151920
4209904,Lontras - SC,466218
4210001,Luiz Alves - SC,792775
4210035,Luzerna - SC,292995
4210050,Macieira - SC,59147
4210100,Mafra - SC,2490227
4210209,Major Gercino - SC,62144
4210308,Major Vieira - SC,300319
4210407,Maracajá - SC,273081
4210506,Maravilha - SC,1794179
4210555,Marema - SC,97312
4210605,Massaranduba - SC,751874
4210704,Matos Costa - SC,62590
4210803,Meleiro - SC,340386
4210852,Mirim Doce - SC,89444
4210902,Modelo - SC,170306
4211009,Mondaí - SC,1089189
4211058,Monte Carlo - SC,233427
4211108,Monte Castelo - SC,237437
4211207,Morro da Fumaça - SC,922592
4211256,Morro Grande - SC,145130
4211306,Navegantes - SC,6143029
4211405,Nova Erechim - SC,248377
4211454,Nova Itaberaba - SC,189439
4211504,Nova Trento - SC,691559
4211603,Nova Veneza - SC,1074610
4211652,Novo Horizonte - SC,119844
4211702,Orleans - SC,1188044
4211751,Otacílio Costa - SC,998100
4211801,Ouro - SC,252631
4211850,Ouro Verde - SC,137266
4211876,Paial - SC,58314
4211892,Painel - SC,84941
4211900,Palhoça - SC,8210037
4212007,Palma Sola - SC,332287
4212056,Palmeira - SC,187897
4212106,Palmitos - SC,913813
4212205,Papanduva - SC,853826
4212239,Paraíso - SC,143301
4212254,Passo de Torres - SC,237368
4212270,Passos Maia - SC,175185
4212304,Paulo Lopes - SC,250073
4212403,Pedras Grandes - SC,243931
4212502,Penha - SC,1037153
4212601,Peritiba - SC,120957
4212650,Pescaria Brava - SC,119468
4212700,Petrolândia - SC,223564
4212809,Balneário Piçarras - SC,1513947
4212908,Pinhalzinho - SC,1514219
4213005,Pinheiro Preto - SC,227282
4213104,Piratuba - SC,801159
4213153,Planalto Alegre - SC,141935
4213203,Pomerode - SC,2806453
4213302,Ponte Alta - SC,175776
4213351,Ponte Alta do Norte - SC,166641
4213401,Ponte Serrada - SC,291075
4213500,Porto Belo - SC,1472149
4213609,Porto União - SC,1149833
4213708,Pouso Redondo - SC,719081
4213807,Praia Grande - SC,223279
4213906,Presidente Castello Branco - SC,75923
4214003,Presidente Getúlio - SC,985125
4214102,Presidente Nereu - SC,62744
4214151,Princesa - SC,135911
4214201,Quilombo - SC,462642
4214300,Rancho Queimado - SC,165751
4214409,Rio das Antas - SC,288090
4214508,Rio do Campo - SC,212941
4214607,Rio do Oeste - SC,276136
4214706,Rio dos Cedros - SC,475005
4214805,Rio do Sul - SC,3690347
4214904,Rio Fortuna - SC,302785
4215000,Rio Negrinho - SC,1614643
4215059,Rio Rufino - SC,70066
4215075,Riqueza - SC,147665
4215109,Rodeio - SC,390081
4215208,Romelândia - SC,111333
4215307,Salete - SC,318174
4215356,Saltinho - SC,93630
4215406,Salto Veloso - SC,266923
4215455,Sangão - SC,466692
4215505,Santa Cecília - SC,662060
4215554,Santa Helena - SC,103613
4215604,Santa Rosa de Lima - SC,72830
4215653,Santa Rosa do Sul - SC,199094
4215679,Santa Terezinha - SC,268988
4215687,Santa Terezinha do Progresso - SC,65119
4215695,Santiago do Sul - SC,48482
4215703,Santo Amaro da Imperatriz - SC,1256507
4215752,São Bernardino - SC,88164
4215802,São Bento do Sul - SC,4697511
4215901,São Bonifácio - SC,112432
4216008,São Carlos - SC,520825
4216057,São Cristóvão do Sul - SC,219812
4216107,São Domingos - SC,450004
4216206,São Francisco do Sul - SC,8516615
4216255,São João do Oeste - SC,353230
4216305,São João Batista - SC,1029819
4216354,São João do Itaperiú - SC,338152
4216404,São João do Sul - SC,282920
4216503,São Joaquim - SC,1133378
4216602,São José - SC,13840195
4216701,São José do Cedro - SC,568200
4216800,São José do Cerrito - SC,318824
4216909,São Lourenço do Oeste - SC,1389521
4217006,São Ludgero - SC,929265
4217105,São Martinho - SC,109266
4217154,São Miguel da Boa Vista - SC,50300
4217204,São Miguel do Oeste - SC,2174480
4217253,São Pedro de Alcântara - SC,101140
4217303,Saudades - SC,527168
4217402,Schroeder - SC,759499
4217501,Seara - SC,1178644
4217550,Serra Alta - SC,118038
4217600,Siderópolis - SC,679557
4217709,Sombrio - SC,910386
4217758,Sul Brasil - SC,83395
4217808,Taió - SC,844678
4217907,Tangará - SC,600872
4217956,Tigrinhos - SC,65554
4218004,Tijucas - SC,2438156
4218103,Timbé do Sul - SC,154885
4218202,Timbó - SC,2534741
4218251,Timbó Grande - SC,303296
4218301,Três Barras - SC,1522852
4218350,Treviso - SC,232257
4218400,Treze de Maio - SC,199732
4218509,Treze Tílias - SC,829532
4218608,Trombudo Central - SC,437965
4218707,Tubarão - SC,4817596
4218756,Tunápolis - SC,182316
4218806,Turvo - SC,737916
4218855,União do Oeste - SC,85132
4218905,Urubici - SC,356315
4218954,Urupema - SC,88459
4219002,Urussanga - SC,1087691
4219101,Vargeão - SC,201010
4219150,Vargem - SC,116146
4219176,Vargem Bonita - SC,539920
4219200,Vidal Ramos - SC,354849
4219309,Videira - SC,3456102
4219358,Vitor Meireles - SC,142288
4219408,Witmarsum - SC,175208
4219507,Xanxerê - SC,2639977
4219606,Xavantina - SC,211880
4219705,Xaxim - SC,1471922
4219853,Zortéa - SC,103657
4220000,Balneário Rincão - SC,294751
4300034,Aceguá - RS,458226
4300059,Água Santa - RS,547413
4300109,Agudo - RS,667877
4300208,Ajuricaba - RS,521060
4300307,Alecrim - RS,162073
4300406,Alegrete - RS,3079886
4300455,Alegria - RS,156623
4300471,Almirante Tamandaré do Sul - RS,276412
4300505,Alpestre - RS,196384
4300554,Alto Alegre - RS,106142
4300570,Alto Feliz - RS,161549
4300604,Alvorada - RS,3302273
4300638,Amaral Ferrador - RS,147633
4300646,Ametista do Sul - RS,177772
4300661,André da Rocha - RS,193090
4300703,Anta Gorda - RS,322293
4300802,Antônio Prado - RS,797513
4300851,Arambaré - RS,285089
4300877,Araricá - RS,236432
4300901,Aratiba - RS,946972
4301008,Arroio do Meio - RS,1536560
4301057,Arroio do Sal - RS,285580
4301073,Arroio do Padre - RS,76785
4301107,Arroio dos Ratos - RS,357348
4301206,Arroio do Tigre - RS,429273
4301305,Arroio Grande - RS,1131512
4301404,Arvorezinha - RS,336248
4301503,Augusto Pestana - RS,504184
4301552,Áurea - RS,163439
4301602,Bagé - RS,3748437
4301636,Balneário Pinhal - RS,312095
4301651,Barão - RS,308102
4301701,Barão de Cotegipe - RS,341674
4301750,Barão do Triunfo - RS,142319
4301800,Barracão - RS,317085
4301859,Barra do Guarita - RS,56812
4301875,Barra do Quaraí - RS,386183
4301909,Barra do Ribeiro - RS,507428
4301925,Barra do Rio Azul - RS,80748
4301958,Barra Funda - RS,165030
4302006,Barros Cassal - RS,244514
4302055,Benjamin Constant do Sul - RS,49314
4302105,Bento Gonçalves - RS,7498525
4302154,Boa Vista das Missões - RS,238522
4302204,Boa Vista do Buricá - RS,326887
4302220,Boa Vista do Cadeado - RS,468752
4302238,Boa Vista do Incra - RS,384174
4302253,Boa Vista do Sul - RS,120127
4302303,Bom Jesus - RS,613624
4302352,Bom Princípio - RS,906596
4302378,Bom Progresso - RS,86280
4302402,Bom Retiro do Sul - RS,403056
4302451,Boqueirão do Leão - RS,150395
4302501,Bossoroca - RS,490599
4302584,Bozano - RS,227410
4302600,Braga - RS,130949
4302659,Brochier - RS,117701
4302709,Butiá - RS,543351
4302808,Caçapava do Sul - RS,1122674
4302907,Cacequi - RS,623088
4303004,Cachoeira do Sul - RS,3542706
4303103,Cachoeirinha - RS,6458504
4303202,Cacique Doble - RS,169236
4303301,Caibaté - RS,264916
4303400,Caiçara - RS,149122
4303509,Camaquã - RS,2723674
4303558,Camargo - RS,520483
4303608,Cambará do Sul - RS,242578
4303673,Campestre da Serra - RS,204703
4303707,Campina das Missões - RS,239170
4303806,Campinas do Sul - RS,399404
4303905,Campo Bom - RS,3600083
4304002,Campo Novo - RS,325740
4304101,Campos Borges - RS,150034
4304200,Candelária - RS,1078191
4304309,Cândido Godói - RS,358438
4304358,Candiota - RS,2744010
4304408,Canela - RS,1595265
4304507,Canguçu - RS,1660011
4304606,Canoas - RS,21995418
4304614,Canudos do Vale - RS,67988
4304622,Capão Bonito do Sul - RS,342053
4304630,Capão da Canoa - RS,1966028
4304655,Capão do Cipó - RS,644965
4304663,Capão do Leão - RS,830088
4304671,Capivari do Sul - RS,386834
4304689,Capela de Santana - RS,298588
4304697,Capitão - RS,95379
4304705,Carazinho - RS,3846858
4304713,Caraá - RS,165661
4304804,Carlos Barbosa - RS,3529584
4304853,Carlos Gomes - RS,70447
4304903,Casca - RS,717921
4304952,Caseiros - RS,199197
4305009,Catuípe - RS,638112
4305108,Caxias do Sul - RS,31688552
4305116,Centenário - RS,120779
4305124,Cerrito - RS,161328
4305132,Cerro Branco - RS,90159
4305157,Cerro Grande - RS,74182
4305173,Cerro Grande do Sul - RS,203184
4305207,Cerro Largo - RS,796777
4305306,Chapada - RS,741828
4305355,Charqueadas - RS,1736983
4305371,Charrua - RS,149352
4305405,Chiapetta - RS,388836
4305439,Chuí - RS,370303
4305447,Chuvisca - RS,129741
4305454,Cidreira - RS,362063
4305504,Ciríaco - RS,264361
4305587,Colinas - RS,87210
4305603,Colorado - RS,338158
4305702,Condor - RS,624707
4305801,Constantina - RS,432350
4305835,Coqueiro Baixo - RS,52164
4305850,Coqueiros do Sul - RS,190145
4305871,Coronel Barros - RS,226126
4305900,Coronel Bicaco - RS,515154
4305934,Coronel Pilar - RS,49060
4305959,Cotiporã - RS,167929
4305975,Coxilha - RS,422465
4306007,Crissiumal - RS,508979
4306056,Cristal - RS,308908
4306072,Cristal do Sul - RS,94741
4306106,Cruz Alta - RS,4609397
4306130,Cruzaltense - RS,144764
4306205,Cruzeiro do Sul - RS,533004
4306304,David Canabarro - RS,229364
4306320,Derrubadas - RS,148408
4306353,Dezesseis de Novembro - RS,57175
4306379,Dilermando de Aguiar - RS,267902
4306403,Dois Irmãos - RS,2188545
4306429,Dois Irmãos das Missões - RS,199195
4306452,Dois Lajeados - RS,172602
4306502,Dom Feliciano - RS,356860
4306551,Dom Pedro de Alcântara - RS,65534
4306601,Dom Pedrito - RS,2210948
4306700,Dona Francisca - RS,106596
4306734,Doutor Maurício Cardoso - RS,260797
4306759,Doutor Ricardo - RS,78891
4306767,Eldorado do Sul - RS,2120269
4306809,Encantado - RS,1168358
4306908,Encruzilhada do Sul - RS,1080949
4306924,Engenho Velho - RS,73214
4306932,Entre-Ijuís - RS,687578
4306957,Entre Rios do Sul - RS,207517
4306973,Erebango - RS,180479
4307005,Erechim - RS,6882629
4307054,Ernestina - RS,265549
4307104,Herval - RS,253608
4307203,Erval Grande - RS,150883
4307302,Erval Seco - RS,353968
4307401,Esmeralda - RS,392860
4307450,Esperança do Sul - RS,116731
4307500,Espumoso - RS,1113106
4307559,Estação - RS,350708
4307609,Estância Velha - RS,1875498
4307708,Esteio - RS,3749900
4307807,Estrela - RS,2171447
4307815,Estrela Velha - RS,197415
4307831,Eugênio de Castro - RS,405444
4307864,Fagundes Varela - RS,197919
4307906,Farroupilha - RS,4398457
4308003,Faxinal do Soturno - RS,270106
4308052,Faxinalzinho - RS,103166
4308078,Fazenda Vilanova - RS,140824
4308102,Feliz - RS,589355
4308201,Flores da Cunha - RS,2538142
4308250,Floriano Peixoto - RS,103059
4308300,Fontoura Xavier - RS,227470
4308409,Formigueiro - RS,302801
4308433,Forquetinha - RS,58940
4308458,Fortaleza dos Valos - RS,564773
4308508,Frederico Westphalen - RS,1430611
4308607,Garibaldi - RS,2997969
4308656,Garruchos - RS,200967
4308706,Gaurama - RS,282773
4308805,General Câmara - RS,276374
4308854,Gentil - RS,190648
4308904,Getúlio Vargas - RS,793664
4309001,Giruá - RS,1202945
4309050,Glorinha - RS,461888
4309100,Gramado - RS,2658034
4309126,Gramado dos Loureiros - RS,94580
4309159,Gramado Xavier - RS,109483
4309209,Gravataí - RS,10261656
4309258,Guabiju - RS,132788
4309308,Guaíba - RS,8284825
4309407,Guaporé - RS,1149055
4309506,Guarani das Missões - RS,362625
4309555,Harmonia - RS,245497
4309571,Herveiras - RS,71143
4309605,Horizontina - RS,2608198
4309654,Hulha Negra - RS,314488
4309704,Humaitá - RS,229249
4309753,Ibarama - RS,112227
4309803,Ibiaçá - RS,367295
4309902,Ibiraiaras - RS,399693
4309951,Ibirapuitã - RS,213522
4310009,Ibirubá - RS,1722057
4310108,Igrejinha - RS,1888887
4310207,Ijuí - RS,5190405
4310306,Ilópolis - RS,140570
4310330,Imbé - RS,626823
4310363,Imigrante - RS,519190
4310405,Independência - RS,494166
4310413,Inhacorá - RS,110557
4310439,Ipê - RS,298583
4310462,Ipiranga do Sul - RS,177629
4310504,Iraí - RS,254492
4310538,Itaara - RS,286659
4310553,Itacurubi - RS,246287
4310579,Itapuca - RS,94235
4310603,Itaqui - RS,2186929
4310652,Itati - RS,86739
4310702,Itatiba do Sul - RS,81707
4310751,Ivorá - RS,71911
4310801,Ivoti - RS,1180387
4310850,Jaboticaba - RS,136730
4310876,Jacuizinho - RS,224027
4310900,Jacutinga - RS,232301
4311007,Jaguarão - RS,1059396
4311106,Jaguari - RS,378020
4311122,Jaquirana - RS,94042
4311130,Jari - RS,469006
4311155,Jóia - RS,975410
4311205,Júlio de Castilhos - RS,1925175
4311239,Lagoa Bonita do Sul - RS,68916
4311254,Lagoão - RS,154690
4311270,Lagoa dos Três Cantos - RS,157140
4311304,Lagoa Vermelha - RS,1513404
4311403,Lajeado - RS,5596183
4311429,Lajeado do Bugre - RS,74875
4311502,Lavras do Sul - RS,497629
4311601,Liberato Salzano - RS,172443
4311627,Lindolfo Collor - RS,365850
4311643,Linha Nova - RS,65579
4311700,Machadinho - RS,272824
4311718,Maçambará - RS,582043
4311734,Mampituba - RS,70214
4311759,Manoel Viana - RS,546972
4311775,Maquiné - RS,190484
4311791,Maratá - RS,80817
4311809,Marau - RS,3060022
4311908,Marcelino Ramos - RS,167825
4311981,Mariana Pimentel - RS,104496
4312005,Mariano Moro - RS,72888
4312054,Marques de Souza - RS,124135
4312104,Mata - RS,169006
4312138,Mato Castelhano - RS,168255
4312153,Mato Leitão - RS,180537
4312179,Mato Queimado - RS,88446
4312203,Maximiliano de Almeida - RS,161123
4312252,Minas do Leão - RS,279177
4312302,Miraguaí - RS,190386
4312351,Montauri - RS,98138
4312377,Monte Alegre dos Campos - RS,109730
4312385,Monte Belo do Sul - RS,94435
4312401,Montenegro - RS,5752345
4312427,Mormaço - RS,153334
4312443,Morrinhos do Sul - RS,81466
4312450,Morro Redondo - RS,132445
4312476,Morro Reuter - RS,274167
4312500,Mostardas - RS,643326
4312609,Muçum - RS,301852
4312617,Muitos Capões - RS,1122086
4312625,Muliterno - RS,91988
4312658,Não-Me-Toque - RS,2207535
4312674,Nicolau Vergueiro - RS,146252
4312708,Nonoai - RS,525507
4312757,Nova Alvorada - RS,236575
4312807,Nova Araçá - RS,327226
4312906,Nova Bassano - RS,802207
4312955,Nova Boa Vista - RS,145343
4313003,Nova Bréscia - RS,141144
4313011,Nova Candelária - RS,229431
4313037,Nova Esperança do Sul - RS,172366
4313060,Nova Hartz - RS,805698
4313086,Nova Pádua - RS,100211
4313102,Nova Palma - RS,382689
4313201,Nova Petrópolis - RS,972689
4313300,Nova Prata - RS,1730043
4313334,Nova Ramada - RS,304678
4313359,Nova Roma do Sul - RS,169305
4313375,Nova Santa Rita - RS,2487522
4313391,Novo Cabrais - RS,133172
4313409,Novo Hamburgo - RS,10037923
4313425,Novo Machado - RS,186355
4313441,Novo Tiradentes - RS,74729
4313466,Novo Xingu - RS,75034
4313490,Novo Barreiro - RS,135200
4313508,Osório - RS,1819038
4313607,Paim Filho - RS,167646
4313656,Palmares do Sul - RS,735606
4313706,Palmeira das Missões - RS,2215057
4313805,Palmitinho - RS,271643
4313904,Panambi - RS,3167752
4313953,Pantano Grande - RS,533689
4314001,Paraí - RS,424447
4314027,Paraíso do Sul - RS,207386
4314035,Pareci Novo - RS,136435
4314050,Parobé - RS,1390320
4314068,Passa Sete - RS,132983
4314076,Passo do Sobrado - RS,229641
4314100,Passo Fundo - RS,12552867
4314134,Paulo Bento - RS,195870
4314159,Paverama - RS,242458
4314175,Pedras Altas - RS,386190
4314209,Pedro Osório - RS,270651
4314308,Pejuçara - RS,464212
4314407,Pelotas - RS,10778176
4314423,Picada Café - RS,386453
4314456,Pinhal - RS,123342
4314464,Pinhal da Serra - RS,304725
4314472,Pinhal Grande - RS,931834
4314498,Pinheirinho do Vale - RS,131549
4314506,Pinheiro Machado - RS,397726
4314548,Pinto Bandeira - RS,74286
4314555,Pirapó - RS,94672
4314605,Piratini - RS,880277
4314704,Planalto - RS,252508
4314753,Poço das Antas - RS,131757
4314779,Pontão - RS,403317
4314787,Ponte Preta - RS,96049
4314803,Portão - RS,1662403
4314902,Porto Alegre - RS,81563063
4315008,Porto Lucena - RS,135662
4315057,Porto Mauá - RS,89350
4315073,Porto Vera Cruz - RS,45212
4315107,Porto Xavier - RS,210927
4315131,Pouso Novo - RS,61420
4315149,Presidente Lucena - RS,213813
4315156,Progresso - RS,166517
4315172,Protásio Alves - RS,93263
4315206,Putinga - RS,133443
4315305,Quaraí - RS,625752
4315313,Quatro Irmãos - RS,185963
4315321,Quevedos - RS,299304
4315354,Quinze de Novembro - RS,255121
4315404,Redentora - RS,232904
4315453,Relvado - RS,82687
4315503,Restinga Sêca - RS,673423
4315552,Rio dos Índios - RS,136486
4315602,Rio Grande - RS,13282201
4315701,Rio Pardo - RS,1390525
4315750,Riozinho - RS,155849
4315800,Roca Sales - RS,576083
4315909,Rodeio Bonito - RS,279280
4315958,Rolador - RS,161914
4316006,Rolante - RS,731611
4316105,Ronda Alta - RS,471554
4316204,Rondinha - RS,268874
4316303,Roque Gonzales - RS,437026
4316402,Rosário do Sul - RS,1381976
4316428,Sagrada Família - RS,82616
4316436,Saldanha Marinho - RS,254248
4316451,Salto do Jacuí - RS,1213458
4316477,Salvador das Missões - RS,178470
4316501,Salvador do Sul - RS,337663
4316600,Sananduva - RS,843826
4316709,Santa Bárbara do Sul - RS,1336030
4316733,Santa Cecília do Sul - RS,143880
4316758,Santa Clara do Sul - RS,339107
